GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENSG00000010319	10	21	34	44	48	45
ENSG00000010322	563	205	337.99999	370	458	310.99999
ENSG00000010327	0	2	0	0	0	0
ENSG00000010361	46.00001	27.99999	35	36	86	36
ENSG00000010379	0	0	0	2	0	0
ENSG00000010404	1997.99999	1964.99999	1773.99999	1457.99999	948.00001	1343
ENSG00000010438	807.00001	743	688	2287	1711.99999	2076.00001
ENSG00000010539	115	131	150	67	31	51.00001
ENSG00000010610	0	0	1	0	0	0
ENSG00000010626	248	252	244.99999	333.99999	295.99999	312
ENSG00000010671	0	1	1	0	0	1
ENSG00000010704	114	95.99999	92.99999	23.99999	8	5
ENSG00000010803	226.00001	178.99999	224	433	368	356
ENSG00000010810	132.99999	119	121	107	105.00001	73
ENSG00000010818	38.00001	17	32	33.00001	13	8
ENSG00000010932	0	1	0	0	0	0
ENSG00000011007	526	536	505	390	324	266
ENSG00000011009	1313	1243	1191	1833.99999	1457	1801
ENSG00000011021	47	54	51	47	40.99999	45
ENSG00000011028	347	258	335	87	204	60
ENSG00000011052	172	194	174	162	130	151
ENSG00000011105	229	194	196	198	182	158
ENSG00000011114	214	191	188.99999	150	212	80
ENSG00000011132	61	63	66	54	171	57
ENSG00000011143	370	332.99999	320.00001	283.99998	240.00001	271.00001
ENSG00000011198	556	581.99999	468.00001	162	89	134
ENSG00000011201	2	2	2	13	11	6
ENSG00000011243	240	222.99998	245.99999	241.99998	273.99999	244.99999
ENSG00000011258	19	17	28	30	39	18
ENSG00000011260	333	454	347	349	266	355
ENSG00000011275	1456.99999	887	997	855	625	556
ENSG00000011295	97.00001	119.99999	100.99999	92	85.00001	111
ENSG00000011304	6595.99998	3543	5214	10143.00001	12282	8247
ENSG00000011332	17.00001	11	16	23	37.99998	13
ENSG00000011347	144	125	128	102	168	68
ENSG00000011376	185	187	166	126	103	78
ENSG00000011405	83	46	73	55	116	33
ENSG00000011422	2067.99999	1950.99999	1945	1919	1360	1843
ENSG00000011426	101	102	60	31	50	31
ENSG00000011451	164.99999	131.99998	150.99998	180.00001	252	122.99998
ENSG00000011454	146	122	130	111	137	77
ENSG00000011478	171	152	148	320	218	230
ENSG00000011485	210	226	221	180	219	211
ENSG00000011523	212.00001	196.99999	217	134	103.99999	115.99999
ENSG00000011566	42.99999	69	52.00001	37	25	23
ENSG00000011600	0	3	0	0	0	0
ENSG00000011638	2356	2233	2094.00001	1091	678	804.99999
ENSG00000011677	0	0	0	42	44	42
ENSG00000012048	284	306	265.00001	131.00001	122.99999	126.99999
ENSG00000012061	602.00001	596.99999	595	2340.00001	2199	2374.99999
ENSG00000012124	38	23	22	176	128.99999	161
ENSG00000012171	62	44	84	72	144	55.00001
ENSG00000012174	85	107.99999	83	23	18	28
ENSG00000012211	358	355	315	287	370	127
ENSG00000012223	1	2	3	0	0	0
ENSG00000012232	214.00001	187.00001	229	168	227.00002	141
ENSG00000012504	2	2	1	0	2	2
ENSG00000012660	117	136	90	314	203	224.99999
ENSG00000012779	10	4	12	147	81	146
ENSG00000012822	304.99999	255	243	246.00001	264	255.99999
ENSG00000012963	540	467	453	89	90	100
ENSG00000012983	67	82.99999	73	52	37	42
ENSG00000013016	10	13	10	15	36	22
ENSG00000013275	1472	1429	1254.99999	2476.99999	2092	2489.00001
ENSG00000013288	128	125	115	135	118	89
ENSG00000013297	19	27	17	1	1	0
ENSG00000013306	3327.99999	3534.99999	3115.99999	3442	4023	3091.99999
ENSG00000013364	1233	1075	1080	1159	2364.00001	1099
ENSG00000013374	1190	985	1072.00001	821	766	630
ENSG00000013375	247	319.00001	269.99999	80	48	74.00001
ENSG00000013392	95	113	114	60	38	66
ENSG00000013441	16	29.00001	22.99999	26.99999	25	17
ENSG00000013503	66	59	86	94	49	61
ENSG00000013523	391	386.00001	384	359.00001	428.00001	275
ENSG00000013561	413.00001	392	393.00001	134	50	134
ENSG00000013563	534	525.00001	538.00001	468.99999	394	430
ENSG00000013573	196.00001	163.00002	181.00001	566	895.00002	497.99998
ENSG00000013583	750	769.00001	746	1249	872	1035
ENSG00000013588	1309	1017	1091	2487	2145	1994
ENSG00000013619	19	17	13.00001	36	58	57
ENSG00000013725	0	0	0	2	0	1
ENSG00000013810	683	532.99999	571	930	1311.00001	673
ENSG00000014123	374	346	362	189	120	164
ENSG00000014138	179.00001	153.00001	121.99999	191	236	185
ENSG00000014164	36	20	21	48	97	27
ENSG00000014216	2305	2004	2076	2588	3903	3003
ENSG00000014257	102.00001	85	106	41	21	32
ENSG00000014641	4606.99999	4547	4312.99999	3534.00001	1964.00001	3266
ENSG00000014824	389	343	311	174	126	139
ENSG00000014914	80	59	86.99999	42	24	36
ENSG00000014919	733	792	670	606	419	485
ENSG00000015133	112	90	75.99999	100	92	76
ENSG00000015153	435.99999	303	367	456	455	164
ENSG00000015171	207.99999	209.00001	207.00001	68.00001	26.99999	41.99999
ENSG00000015285	4	3	5	1	4	0
ENSG00000015413	0	0	1	4	5	5
ENSG00000015475	564.00001	547.99999	562	134	89.00001	113.00001
ENSG00000015479	451	353.00001	349	267	159.99999	154.00001
ENSG00000015520	4.99999	2.00001	4.99999	0	0	0.99999
ENSG00000015532	177.00001	149	185	331	402	226
ENSG00000015568	15	14.99999	15	17	8	6
ENSG00000015676	1356	1061.00001	1201	882	1256	816
ENSG00000016082	2	0	0	1	0	0
ENSG00000016391	52	26	35	87	163	51
ENSG00000016402	5	6	9	1	8.00001	0.99999
ENSG00000016864	479	569	484.99999	163	120	154
ENSG00000017260	240	215.99999	186.99998	81.99999	54	73.00001
ENSG00000017427	8	4	7	59	41	49
ENSG00000017483	18	14	14	0	2	1
ENSG00000017797	1961	1465	1313	1076	866	613
ENSG00000018189	74	51.99999	51	94.99999	69	31
ENSG00000018236	0	8	4	39	19	23
ENSG00000018280	106	87	85.00001	51	59	36
ENSG00000018408	664	667.00001	677	405	268	353
ENSG00000018510	102	118	104	77	45	60.00001
ENSG00000018610	585	437	509	746.99999	608	534
ENSG00000018625	7	5	7	3	1	3
ENSG00000018699	232	255	235	120	81	112
ENSG00000018869	303	280.99999	223	24	11	25.99999
ENSG00000019102	10	2	3	2	2	0
ENSG00000019144	355.00001	266	282.00001	303.00001	583.00002	248.00001
ENSG00000019169	3	5	3	4	6	8
ENSG00000019186	105	139.99999	93	42	19	49
ENSG00000019485	33	14	22	14	17	11
ENSG00000019505	0	0	1	16	7	31
ENSG00000019549	303	362	302	66	26	48
ENSG00000019582	6110.00001	5995.99999	6286.00001	206.00001	110	257.00001
ENSG00000019991	1	0	0	3	1	0
ENSG00000019995	102	79	74	35	67	24
ENSG00000020129	125	103	129	93	133	75
ENSG00000020181	4	1	0	2	2	4
ENSG00000020256	240.00001	222	189.00001	161	101	126.00001
ENSG00000020426	2026.99999	1632	1815	799	661	621
ENSG00000020577	86.00001	61	89	94	141	47.99999
ENSG00000020633	1	2	0	0	0	0
ENSG00000020922	61	47	43	78	49	44
ENSG00000021300	155	168	166	417	361.00001	415
ENSG00000021355	3981	3728	3879	5908	3144	5071
ENSG00000021461	2	0	0	0	0	1
ENSG00000021488	0	2	3.99999	1	0	6
ENSG00000021574	35	33	28	20.99999	18	15
ENSG00000021645	0	0	0	2	0	0.99999
ENSG00000021762	40	42	43	53	97	38.00001
ENSG00000021776	178	141	190	116	156	96
ENSG00000021826	17.00001	14.00002	21.99998	1	3	1
ENSG00000022267	93	110	83	16.99999	8	18
ENSG00000022277	3410	3340.99999	3029	2947.00001	2109	2630.99999
ENSG00000022556	3	1	0	5	2	0
ENSG00000022567	22	14	19	29	41	22
ENSG00000022840	488.00001	502.99999	450.99999	601	754.00001	505
ENSG00000022976	72	71	64	48.00001	46	35
ENSG00000023041	560	449.99998	459	105	50.00001	102.00002
ENSG00000023171	17	32.99999	22	2	2	2
ENSG00000023191	818	619	685	1180.99999	1566.99999	986.99999
ENSG00000023228	650.00001	724	712	633	408	451
ENSG00000023287	19	36	24	5	6	7
ENSG00000023318	2059.00001	1893	1931.00001	1308.99999	522.00001	1095
ENSG00000023330	899	889.00001	856.00001	960	844.99999	1107.99999
ENSG00000023445	4	1	3	8	21	7
ENSG00000023516	12	13	12	10	7	2
ENSG00000023572	639	755	755	533	309	375
ENSG00000023608	1428	1233	1363	442	211	295
ENSG00000023697	1092.00001	1134	1040	1882.00001	1049	1522
ENSG00000023734	2633	2676	2261	2698	1031	2285
ENSG00000023839	8.00001	0	4	219.99999	170.99999	119
ENSG00000023892	115	131	123	105	192	126.00001
ENSG00000023902	179.99999	124	167	67	114	57
ENSG00000023909	64	51	36	125	174	36
ENSG00000024048	127	102.99999	126	67	46	56
ENSG00000024422	2484	1908	2393	1980	3942	1710
ENSG00000024526	17	21	15	50	37	24
ENSG00000024862	486	462	441	304	170	244
ENSG00000025039	19	11	14	9	14	14
ENSG00000025156	10	11	12	7	5	6
ENSG00000025293	1478.00001	1168	1165	1176	896.99999	692
ENSG00000025423	180	186	182	13	6	12.99999
ENSG00000025434	287.99999	261.00001	268.00001	282.99999	294	278
ENSG00000025708	39	52.00001	60.00001	47	106	18
ENSG00000025770	178	156.00001	166	302	1403	260.00001
ENSG00000025772	1204	1362	1210	1406	1090	1557
ENSG00000025796	467	531.00001	417	225	187	206
ENSG00000025800	660	600	579	784	702	344
ENSG00000026025	20452	20443.99999	19105	625	536	503
ENSG00000026036	151	133	184	255	436	182
ENSG00000026103	27	40	49	3	4	7
ENSG00000026297	445	565.99998	479	480.99999	567.99999	447.99999
ENSG00000026508	3178	3046.99999	2695.99997	1253	1055.99999	1253.99999
ENSG00000026559	0	1	1	1	0	0
ENSG00000026652	163	132	153.99999	105.00001	105	81
ENSG00000026751	113.00001	96.00001	113	227.99999	164.00001	185.99999
ENSG00000026950	161.99999	129	132	126	85	77
ENSG00000027001	450	385	416	345	354	354
ENSG00000027075	122	128.00001	111	67	48	57
ENSG00000027697	55	61	59.99999	21	6	14
ENSG00000027847	165	169	166	222	302.00001	204
ENSG00000027869	62	52.00001	57	23	25.00001	36
ENSG00000028116	224.00001	216.99999	213	205	154	135
ENSG00000028137	19	13	6	48	60	44
ENSG00000028203	570.00001	681	695	830	385	713
ENSG00000028277	3	5	0	8	18	5
ENSG00000028310	554	379	475	710.99999	767	300.99999
ENSG00000028528	611	603.99999	563.99999	428	388	397.99999
ENSG00000028839	312	324	267	220	85	162
ENSG00000029153	76.99999	68	79	114.99999	115	68
ENSG00000029363	432	417.00001	381	205	196	161.00001
ENSG00000029364	373.99999	325.99999	322	102	86	102.00001
ENSG00000029534	33	29	28	0	1	0
ENSG00000029559	0	0	0	59	27	34
ENSG00000029639	506	486	521	977	609	884
ENSG00000029725	1059	1052	916.99999	673	342	376
ENSG00000029993	3520.99999	2670	2428.00001	3967.99999	2803	3538
ENSG00000030066	136.99999	223.99999	174.00001	146	92.00001	104.00001
ENSG00000030110	513	500	469	485	402	567
ENSG00000030304	0	0	1	0	0	0
ENSG00000030419	10	18	18	15	10	3
ENSG00000030582	5260	3338.99999	4502	2814.00001	3406	2467
ENSG00000031003	55	45.00001	42	9.00001	12	14.00001
ENSG00000031081	92	64	73	3	0	2
ENSG00000031691	5	2	2	1	1	0
ENSG00000031698	4157	3745.00001	3704	9651	9527.00001	9495
ENSG00000031823	368.99999	305.99999	288	232.99999	302	229.99999
ENSG00000032219	241	222	217	86	43	61
ENSG00000032389	861.00001	884	928	877	556	837.99999
ENSG00000032444	397	290	377.99999	329.00001	693.00001	369
ENSG00000032742	156.00001	125	138	59	50	36
ENSG00000033011	477	562.99999	475.00001	423.00001	561	520.00001
ENSG00000033030	176	189	164	133	89	135
ENSG00000033050	1356	1222	1168	1122	1394	1212
ENSG00000033100	361	350	368	206	274	157.99999
ENSG00000033122	0	0	1	0	0	0
ENSG00000033170	457	371	337	236.00001	181.99999	147
ENSG00000033178	23	20	38.99999	10	11	10
ENSG00000033327	24	12	16	175	249	115
ENSG00000033627	268.00001	197.99999	235.99998	275	566	264
ENSG00000033800	179	153	146	74	52	68
ENSG00000033867	45	62	62	15.99999	18.99999	15
ENSG00000034053	5	8	7	22	18	5
ENSG00000034152	598	541	538.00001	1178	1344	934
ENSG00000034239	0	0	0	20	11	20
ENSG00000034510	345587	317679	306873	402629	313612	293926
ENSG00000034533	269	324	362	179	127	162
ENSG00000034677	77	70	52	12	23	11
ENSG00000034693	327	328	288	144	83	180
ENSG00000034713	4587	4367.99999	4156.00001	3890	2266	3283
ENSG00000035115	496.00001	462	384.00001	839	644.99999	608
ENSG00000035141	2120	1927.00002	1772.99999	2794	2115.99999	2233.00001
ENSG00000035403	603	590.99999	544	473	415	358
ENSG00000035499	58	39	25	53	28	49
ENSG00000035664	25.00001	26	19	38	36	25
ENSG00000035681	68	89	69	166	82	145
ENSG00000035687	349	359	354	178	188	189
ENSG00000035862	382	300	317	503	978	361
ENSG00000035928	869	797	889	643.00001	555	442
ENSG00000036054	71.00001	86	90	24	15	15
ENSG00000036257	25	16	22	21	25	20
ENSG00000036448	0	3	0	48	22	25
ENSG00000036473	0	1	4	0	0	0
ENSG00000036530	6	4	3	0	0	2
ENSG00000036549	95	96.99999	121	107	102	105
ENSG00000036672	20	25	21	28	50	22
ENSG00000037042	240	210	214	283	205	278
ENSG00000037241	4336	3606	3666.99999	2440	1358	2075.00001
ENSG00000037280	1	0	0	0	0	0
ENSG00000037474	434	493	446	229	207.00001	216.99999
ENSG00000037637	109	132	98	96	91	120
ENSG00000037749	37	37.00001	33	13	3	10
ENSG00000037757	232	248	242	238	381	283
ENSG00000037897	1180	1207	1186	1472	1187	1387
ENSG00000037965	26	39	35	16	20	7
ENSG00000038002	875	891	825	163	74	134
ENSG00000038210	12	21	17	4	10	14
ENSG00000038219	108	64	112	80	108	24
ENSG00000038274	254.99999	260.00001	236	140	62	128
ENSG00000038295	1	0	0	46	17	15
ENSG00000038358	351	306	321	435	549.99999	333
ENSG00000038382	147	162.99999	166.99999	236	328	97.99999
ENSG00000038427	1692.00001	1924.00001	1971.99999	164	146.00001	118
ENSG00000038532	177	139	167	134.99999	161	104
ENSG00000038945	1	0	0	0	0	0
ENSG00000039068	3356	1993	2889.99999	4888	2819	2722
ENSG00000039123	293	201.99999	194.99999	478	626	189.99999
ENSG00000039139	27	49	36	77	66	52
ENSG00000039319	46	45	51	30	37	16
ENSG00000039523	452	420	350	427.00001	564.99999	242
ENSG00000039560	254.00001	268	269.99999	106	81	61
ENSG00000039600	10	17	13	1	0	4
ENSG00000039650	93.99999	65	82	287	693.00001	211.99999
ENSG00000039987	3	1	0	0	0	0
ENSG00000040199	30	25.99999	27	16	6.99999	8
ENSG00000040275	490	420	413.00001	124	139.99999	103
ENSG00000040341	216.99999	208.99999	175.99999	1087.99999	857.99999	698.00001
ENSG00000040487	325	481	438	379.99999	373.00001	377.00001
ENSG00000040531	626.99999	481	613.00001	821	641.00001	691
ENSG00000040608	12	9	15.99999	3.99999	8.00001	5.00001
ENSG00000040633	1010	979	898	1137	1706.99999	1096
ENSG00000040731	0	0	1	0	1	0
ENSG00000040933	217	221.00001	210.00001	158	85	135.00002
ENSG00000041353	163	145	181	113	86	70
ENSG00000041357	2723.00001	2664.00001	2558	1010	630.00001	923
ENSG00000041515	1	5	2	1	1	2
ENSG00000041802	636	634	650	428	547	366
ENSG00000041880	378.00001	354	367	129	89	120
ENSG00000041982	968.99999	886	1009.00001	339	318	332.99999
ENSG00000041988	274	289	298	508	456.99999	533
ENSG00000042062	4	3	5	17	4	8
ENSG00000042088	481	432.99999	453	325.99999	323.00001	309
ENSG00000042286	356	456	343	51	33	38
ENSG00000042317	300.00001	250	263	139.99999	58	129
ENSG00000042429	77	100.99999	88.99999	61.99999	41	67
ENSG00000042445	463	420	394	203	217	193
ENSG00000042493	4089	3744	3681	2411	2472.00001	2831
ENSG00000042753	6530.00001	6271	5901	12989	12190	10582.00001
ENSG00000042980	25	15	16	48	47	35
ENSG00000043039	24	33	21	12	11	5
ENSG00000043093	21	12	23	9	5	2
ENSG00000043143	217.99998	161.99999	177.00001	437	609	318
ENSG00000043355	10	8	6	2	2	2
ENSG00000043462	0	0	2	0	0	0
ENSG00000043514	141	165	163	267.00001	124	240
ENSG00000043591	0	0	0	0	1	1
ENSG00000044090	212	259	201.99998	218.99999	310.99999	230.00001
ENSG00000044115	1795.00001	1595.99999	1593.99999	2274	2428	2080
ENSG00000044446	92	87	70	73	128	56
ENSG00000044459	96	69	70	72	48	62
ENSG00000044524	0	0	0	0	0	1
ENSG00000044574	9847.00001	10321.00001	9344.00001	4680	3268	4563.00001
ENSG00000046604	427.00001	507	514.99999	431	625.00002	273
ENSG00000046647	507.00001	384	446	963	664	809.00001
ENSG00000046651	183	181	237.99999	157	93	117
ENSG00000046653	0	0	0	0	0	1
ENSG00000046774	0	0	0	2	1	4
ENSG00000047056	123	115	102	52	37	57
ENSG00000047188	133	100	125	42	32	45
ENSG00000047230	107.00001	115.99999	106.99999	124	151	108
ENSG00000047249	618.00001	588	523.00001	537	325.99999	442.99999
ENSG00000047315	452	513.99999	231	546	503	290
ENSG00000047346	5	9	13	2	1	4
ENSG00000047365	5	7	9	3	1	3
ENSG00000047410	1407	1377	1384	689	549	603
ENSG00000047457	24	29	27	7	3	11
ENSG00000047578	103	106	105	68	84	55
ENSG00000047579	166	219.00001	178.00001	384.99999	424.99999	315
ENSG00000047597	0	0	0	1	0	0
ENSG00000047617	1	3	1	5.99999	0.99999	1
ENSG00000047621	26	18	24	13	4	6
ENSG00000047634	74	69	84	50	19	45
ENSG00000047644	535	276	337	257	173	128
ENSG00000047648	0	1	0	0	0	0
ENSG00000047662	4	20	2	2	7	0
ENSG00000047849	2175	1807.00001	1883.99999	1979.99999	2603	1383.99999
ENSG00000047932	292	314	329	162.99999	185	114.99999
ENSG00000047936	19	20	20	2	0	2
ENSG00000048028	95.99999	93.99999	92	88	43	51
ENSG00000048052	145.00001	153	182	162	210	83.00001
ENSG00000048140	843.00001	803	796	951.00001	1143	1059
ENSG00000048162	2996	3105	3277	3346	2352	2677
ENSG00000048342	337.99999	364	310	666.00001	514.99998	512.99999
ENSG00000048392	28	15	21	52	18	51
ENSG00000048405	26	32	44	11	13	5
ENSG00000048462	1	1	0	0	0	0
ENSG00000048471	87	106	73	30	49	28
ENSG00000048540	20	24	16	26.99998	27	14
ENSG00000048544	1618	1796	1736	1247.00001	762	846
ENSG00000048545	1	0	0	0	0	0
ENSG00000048649	1218	1050	1012	1173.99999	786.99999	645
ENSG00000048707	111	135	132.99999	273.99999	178.00001	167
ENSG00000048740	0	1	0	31	14.99999	7.00001
ENSG00000048828	268.00001	205.99999	229.00001	236	316	171.99999
ENSG00000048991	295	316.99999	271.99999	215	136	132.99999
ENSG00000049089	2	0	7	50	72	52
ENSG00000049130	128	92	94	24	13	22
ENSG00000049167	124.00001	119	109.99999	125	79.00001	60.99998
ENSG00000049192	74	43	71	14	21	4
ENSG00000049239	270	206	271	293	342	139
ENSG00000049245	1488	1331	1262	1078	756	823
ENSG00000049246	21	5	8	2	8	3.00001
ENSG00000049247	0	0	0	3	0	0
ENSG00000049249	165	139	162	33	49	24
ENSG00000049283	33	20	33	35	61	29
ENSG00000049323	229.99999	112.00001	148	4	2	5
ENSG00000049449	2207	2478	1998	1046	834	847
ENSG00000049540	12	4	13	4	3	7
ENSG00000049541	1124.00001	1219.00001	974	1015.00001	745	855
ENSG00000049618	173	203.99999	182	189	153	94
ENSG00000049656	956.00001	733	917.99999	846	1479	748
ENSG00000049759	271	235	253.00001	343.00001	427.99999	285
ENSG00000049768	7	2	8	4	1	2
ENSG00000049769	66	72	69	12	32	9
ENSG00000049860	1021	1230	953	428	290	568
ENSG00000049883	259	237	283	184	93.00001	111
ENSG00000050130	189.99999	220	191	45	30	41
ENSG00000050165	47	50	37	72.99999	39.99999	57
ENSG00000050327	358	247	269	317	572	263
ENSG00000050344	18	37	24	10	15	16
ENSG00000050393	293	289	189	122	113	122
ENSG00000050405	2465	2094	2323	1784.99999	1492	1144
ENSG00000050426	1438.99998	1440.99998	1399.00001	1416	1036.00001	1163.00001
ENSG00000050438	18	22	16	50	86.99999	38
ENSG00000050555	0	0	1	42	25	17
ENSG00000050628	1	0	0	0	0	0
ENSG00000050730	6	4	7.99999	8	6	4
ENSG00000050748	101.00001	78	95	85.00001	56	50
ENSG00000050767	0	0	1.99997	1	0	0
ENSG00000050820	258	257	292	333	535	222.00001
ENSG00000051009	74	100	86.00001	58	96.00001	64
ENSG00000051108	1691.99999	1760.99999	1701	1407.99998	914	1592.99999
ENSG00000051128	103	77	95	64	169	54
ENSG00000051180	108	113	93	77	74	133
ENSG00000051341	23	8	29	6	13	14
ENSG00000051382	36	43	40	19.00001	28	26
ENSG00000051523	374.00001	343.00001	310.99999	731	1013	812.00001
ENSG00000051596	1216	1199	1102	1314	775	1302
ENSG00000051620	707	633	455	380	305	374
ENSG00000051825	32	21	24	35.99999	22	26
ENSG00000052126	240	213	232	473.00001	390.00001	247
ENSG00000052344	621	529	569	1515	2323	1229
ENSG00000052723	523	537	476	554	341	403
ENSG00000052749	398.99999	348	443	362	655	330.00001
ENSG00000052795	38.99999	66	46	104	55	99
ENSG00000052802	62	79	68	55	38	43
ENSG00000052841	235	270.99999	274.99999	220	138	176.99999
ENSG00000053108	14	8	10	8	3	8
ENSG00000053254	90	50	59	117.99999	78	57
ENSG00000053371	828	879	798	1002	1114	991
ENSG00000053372	1347	1406	1379	2250	2209	1822
ENSG00000053501	1778	1534	1616.99999	3247	2928.00001	2879
ENSG00000053524	59	46	52	6	4	2
ENSG00000053702	0	2	1	10	16	7
ENSG00000053747	250	172	207	187	202.99999	159.99999
ENSG00000053770	283	215	223	91	35	79.00001
ENSG00000053900	57	55	71	30	36	40
ENSG00000053918	8	0	3	2	0	4
ENSG00000054116	1665.00001	1611	1558.00002	1293	1221	1261
ENSG00000054118	2597.00001	2121	2055	1773	1334.00001	1221
ENSG00000054148	4357	4329.00001	4392	11557	9834	10193.00001
ENSG00000054179	10	3	5	6	23	5
ENSG00000054219	2	10	12	15	2	17
ENSG00000054267	3458	3078	3191	1264.00001	835.99999	980
ENSG00000054277	164	112	110	19	10	20
ENSG00000054282	952	904.00001	915.99999	409.00001	306	267
ENSG00000054356	4	2	0	0	0	0.99999
ENSG00000054392	31	40	34	42	27	21
ENSG00000054523	123	96	107	60.99999	112	32.00001
ENSG00000054598	24	15	25	23	25	7
ENSG00000054611	206.99999	188	182	260	453.00001	264
ENSG00000054654	152.99999	112	140.99998	95.99999	125	61
ENSG00000054690	13	7	17	13	8.99999	10
ENSG00000054793	358	192	218	380	379	271
ENSG00000054938	13	18	16	0	0	0
ENSG00000054965	216	168	166.99999	230	275	206
ENSG00000054967	37	38	35	27	49	29
ENSG00000054983	119.00001	122	116	20.99999	16	29
ENSG00000055044	2780	2914	2905	1179	712	1151
ENSG00000055070	1277.99999	1253	1224	1491.99999	1428.00001	1260.99999
ENSG00000055118	13	11	20	10	8	8
ENSG00000055130	555	562.00001	513	271	244	194
ENSG00000055147	203	184	191	83	34	63
ENSG00000055163	15.00001	7	7.99999	26.99999	36.99999	18
ENSG00000055208	34	43	28	32	12	17
ENSG00000055211	415	411	344	349	279	254
ENSG00000055332	1142	1165.00001	1180	684	435	245
ENSG00000055483	246	205.99999	243.99999	540	725	301
ENSG00000055609	169.00002	131.99999	119.99999	58.99999	123.99999	28
ENSG00000055732	13	15	14	6	5	6
ENSG00000055917	72.99999	71	61	29	29.00001	33
ENSG00000055950	2903.99998	2828	2722.99999	3582	2289	3067
ENSG00000055955	20	11.99999	8	9	4	2
ENSG00000056050	526	399	451	177	176	134
ENSG00000056097	386	366.00001	394	206	124	150
ENSG00000056277	5	16	8	9	4	7
ENSG00000056291	1	0	2	3	1	3
ENSG00000056558	17	21	23	22	15	24
ENSG00000056586	91	102.99999	95	63	64.00001	66
ENSG00000056736	17	21	19	18	13	7
ENSG00000056972	487	415	404.99999	476	405	453.00001
ENSG00000056998	0.99999	0	1	57	62	40
ENSG00000057019	1311	1101	1253	744	828	581
ENSG00000057149	84	70	71	1	0	2
ENSG00000057252	714	661	692	490	389	249.00001
ENSG00000057294	32	45	14	25.00001	23	25
ENSG00000057608	1777	1806	1657	754	424	627
ENSG00000057657	8.00001	5	7	1	0	0
ENSG00000057663	450	499.00001	443.00001	217	109	184.99999
ENSG00000057704	36	30	35	46	32	22
ENSG00000057757	254	282	286	169	127	128
ENSG00000057935	291.99999	288	298.00001	475	305	362
ENSG00000058056	74	50.99999	62	98.99999	137.99999	68
ENSG00000058063	34	32	34	9	8	3
ENSG00000058085	761	678	731	1359	1361	1340
ENSG00000058091	23	34	23	7	9	6
ENSG00000058262	2455.00001	2260	2259.99999	1722.00001	1988	1826.99999
ENSG00000058272	607.99999	523	497	360	225	249
ENSG00000058335	15	5	11	57	45	45.00001
ENSG00000058404	10	6	7	8	2	2
ENSG00000058453	42	23	48	36	38	15
ENSG00000058600	125	141.00001	180	176.99999	203.99999	182
ENSG00000058668	218	198	204	98	100	76
ENSG00000058673	386.99999	380	389.99999	147.99999	89	115.99999
ENSG00000058729	80	67	67	19	14	16
ENSG00000058799	1065	1136.99999	1232	2006.99999	1993.99999	2103
ENSG00000058804	101	136	104	159	62	164
ENSG00000058866	56	42	45.00001	27	14	15
ENSG00000059122	165	145.99999	175.00001	173	212.99999	120.99999
ENSG00000059145	39	40.00001	31	19.99999	18	23.99999
ENSG00000059377	97	54	54	16	14	23
ENSG00000059378	240	202.99999	263	215	322	171
ENSG00000059573	381	366	337	192	220	239
ENSG00000059588	43	48	53	41	52	21
ENSG00000059691	585	589	496.00001	356	250	400
ENSG00000059728	52	58	69	24	13	20
ENSG00000059758	21	16	16	16	2	4
ENSG00000059769	103	133	137	71	39	53
ENSG00000059804	419.99999	359.00001	320	10	9	15
ENSG00000059915	3	4	3	1	3	1
ENSG00000060069	79	49.99999	88	87	217.00001	85.99999
ENSG00000060138	766	749	743.00001	1051	907.99999	790
ENSG00000060140	27	21	28	20	13	16
ENSG00000060237	250.99999	254.00001	236	152	164.99999	103
ENSG00000060303	1	1	1	0	1	0
ENSG00000060339	499.99999	430	466.00001	192	185	144
ENSG00000060491	209	148	213	284	584	192
ENSG00000060558	260	277	258	150	261	121
ENSG00000060566	14	7	9	0	0	0
ENSG00000060642	280	298.99999	261	168.00001	108.99999	156.00001
ENSG00000060656	58	53	57	46	41	27
ENSG00000060688	775	742	699	593	318	547
ENSG00000060709	7	2	4	0	0	2
ENSG00000060718	0	0	0	0	2	0
ENSG00000060749	22	5	19	3	3	3
