"seqnames","qry_id","ref_id","qry_gene_id","ref_gene_id","gene_name","class_code","strand","start","end","len","num_exons","prediction","rnamining_score","exon","classification"
"16","BambuTx346","ENST00000306560","ENSG00000103044","ENSG00000103044","HAS3","j","+",69106222,69117652,4143,4,"non-coding",0.9999982,"multi-exonic","multiexon SJ match"
"16","BambuTx347","ENST00000288022","ENSG00000258429","ENSG00000258429","PDF","j","-",69328621,69330598,890,2,"non-coding",0.99994195,"multi-exonic","multiexon SJ match"
"16","BambuTx348","ENST00000569540","ENSG00000166822","ENSG00000166822","TMEM170A","j","-",75446953,75464431,1038,3,"non-coding",0.99921775,"multi-exonic","multiexon SJ match"
"1","BambuTx35","ENST00000827529","ENSG00000226476","ENSG00000226476","LINC01748","j","-",60621590,60640388,691,2,"non-coding",0.9999215,"multi-exonic","multiexon SJ match"
"16","BambuTx350","ENST00000564536","ENSG00000166455","ENSG00000260643","ENSG00000260643","j","-",81053497,81077244,867,3,"non-coding",0.999978,"multi-exonic","multiexon SJ match"
"16","BambuTx351","-","BambuGene6997","-",NA,"u","+",84360421,84361551,483,2,"non-coding",0.9857306,"multi-exonic","intergenic"
"16","BambuTx352","ENST00000343629","ENSG00000140950","ENSG00000140950","MEAK7","j","-",84479639,84504656,1848,9,"non-coding",0.9999761,"multi-exonic","multiexon SJ match"
"16","BambuTx353","ENST00000830774","BambuGene7634","ENSG00000278214",NA,"x","-",85127929,85136951,568,2,"non-coding",0.99999946,"multi-exonic","antisense"
"17","BambuTx355","ENST00000360127","ENSG00000187624","ENSG00000187624","LIAT1","j","+",410325,414578,1513,3,"non-coding",0.9335096,"multi-exonic","multiexon SJ match"
"17","BambuTx356","ENST00000263073","ENSG00000070366","ENSG00000070366","SMG6","j","-",2300105,2303535,1082,2,"non-coding",0.99999505,"multi-exonic","multiexon SJ match"
"17","BambuTx357","ENST00000550383","BambuGene7821","ENSG00000257950",NA,"x","+",3695459,3699884,2240,2,"non-coding",0.99999774,"multi-exonic","antisense"
"17","BambuTx359","ENST00000571067","ENSG00000262165","ENSG00000262165","C17orf114","j","-",4801159,4807032,403,2,"non-coding",0.99950445,"multi-exonic","multiexon SJ match"
"1","BambuTx36","ENST00000664495","BambuGene1499","ENSG00000162599",NA,"i","-",61080319,61081941,562,3,"non-coding",0.9998757,"multi-exonic","intronic"
"17","BambuTx360","ENST00000691074","ENSG00000291084","ENSG00000291084","ALOX12P2","j","+",6853881,6865418,1650,3,"non-coding",0.9999982,"multi-exonic","multiexon SJ match"
"17","BambuTx362","ENST00000572933","BambuGene8639","ENSG00000183914",NA,"x","-",7739597,7740938,1088,2,"non-coding",0.9999513,"multi-exonic","antisense"
"17","BambuTx363","ENST00000324348","ENSG00000179859","ENSG00000179859","RNF227","j","-",7913339,7916289,2345,2,"non-coding",0.9999962,"multi-exonic","multiexon SJ match"
"17","BambuTx364","ENST00000577745","ENSG00000125434","ENSG00000125434","SLC25A35","j","-",8290061,8295397,1784,4,"non-coding",0.99999726,"multi-exonic","multiexon SJ match"
"17","BambuTx365","ENST00000577745","ENSG00000125434","ENSG00000125434","SLC25A35","j","-",8290061,8295388,1709,3,"non-coding",0.9999964,"multi-exonic","multiexon SJ match"
"17","BambuTx366","ENST00000820534","BambuGene7936","ENSG00000226871",NA,"x","+",8295560,8305065,1448,3,"non-coding",0.99999803,"multi-exonic","antisense"
"17","BambuTx367","ENST00000584676","ENSG00000265349","ENSG00000265349","ENSG00000265349","j","-",9643830,9645403,846,2,"non-coding",0.99989337,"multi-exonic","multiexon SJ match"
"17","BambuTx368","ENST00000322748","ENSG00000154957","ENSG00000154957","ZNF18","j","-",11977440,11997424,2864,7,"non-coding",0.99999714,"multi-exonic","multiexon SJ match"
"17","BambuTx369","-","BambuGene8684","-",NA,"u","-",13664193,13671987,1538,2,"non-coding",0.99997693,"multi-exonic","intergenic"
"1","BambuTx37","ENST00000835344","ENSG00000308605","ENSG00000308605","ENSG00000308605","j","-",67829547,67833450,859,2,"non-coding",0.9999985,"multi-exonic","multiexon SJ match"
"17","BambuTx370","ENST00000421016","ENSG00000255104","ENSG00000187607","ZNF286A","j","+",15699747,15709517,1648,6,"non-coding",0.9999998,"multi-exonic","multiexon SJ match"
"17","BambuTx371","ENST00000340621","ENSG00000170160","ENSG00000170160","CCDC144A","j","+",16690235,16695465,767,3,"non-coding",0.99999475,"multi-exonic","multiexon SJ match"
"17","BambuTx372","ENST00000763256","ENSG00000299412","ENSG00000299412","ENSG00000299412","j","+",16866753,16872871,1892,2,"non-coding",0.99999374,"multi-exonic","multiexon SJ match"
"17","BambuTx373","ENST00000461404","ENSG00000306320","ENSG00000133027","PEMT","j","-",17544160,17591700,1356,3,"non-coding",0.99993914,"multi-exonic","multiexon SJ match"
"17","BambuTx374","ENST00000631194","ENSG00000281856","ENSG00000281856","ENSG00000281856","j","+",19215615,19220473,1129,3,"non-coding",0.99908185,"multi-exonic","multiexon SJ match"
"17","BambuTx375","ENST00000628484","ENSG00000281856","ENSG00000281856","ENSG00000281856","j","+",19215615,19222533,733,4,"non-coding",0.82929575,"multi-exonic","multiexon SJ match"
"17","BambuTx376","ENST00000398988","BambuGene8805","ENSG00000141068",NA,"x","-",27541364,27552017,2741,2,"non-coding",0.9999988,"multi-exonic","antisense"
"17","BambuTx377","ENST00000301039","ENSG00000167525","ENSG00000167525","PROCA1","j","-",28703197,28711017,1428,4,"non-coding",0.99999726,"multi-exonic","multiexon SJ match"
"17","BambuTx379","-","BambuGene8828","-",NA,"u","-",30363216,30371252,441,2,"non-coding",0.99992657,"multi-exonic","intergenic"
"17","BambuTx380","ENST00000322652","ENSG00000178691","ENSG00000178691","SUZ12","j","+",31937007,31965560,1435,5,"non-coding",0.999977,"multi-exonic","multiexon SJ match"
"17","BambuTx385","ENST00000662739","ENSG00000266088","ENSG00000266088","ENSG00000266088","j","+",40516946,40527002,1041,4,"non-coding",0.99999905,"multi-exonic","multiexon SJ match"
"17","BambuTx386","ENST00000225899","ENSG00000108759","ENSG00000108759","KRT32","j","-",41459514,41464862,1339,5,"non-coding",0.9999943,"multi-exonic","multiexon SJ match"
"17","BambuTx387","ENST00000393976","ENSG00000171346","ENSG00000171346","KRT15","j","-",41513745,41521781,1380,8,"non-coding",0.9996285,"multi-exonic","multiexon SJ match"
"17","BambuTx389","ENST00000357037","ENSG00000289579","ENSG00000177469","CAVIN1","j","-",42409897,42423256,2984,2,"non-coding",0.99966186,"multi-exonic","multiexon SJ match"
"1","BambuTx39","ENST00000359130","ENSG00000142892","ENSG00000142892","PIGK","j","-",77189900,77219426,584,4,"non-coding",0.99997604,"multi-exonic","multiexon SJ match"
"17","BambuTx390","ENST00000393818","BambuGene8947","ENSG00000068120",NA,"x","-",42562151,42566277,491,2,"non-coding",0.99998677,"multi-exonic","antisense"
"17","BambuTx392","-","BambuGene8988","-",NA,"u","-",43742330,43749908,1386,4,"non-coding",0.99993896,"multi-exonic","intergenic"
"17","BambuTx393","ENST00000226004","ENSG00000108861","ENSG00000108861","DUSP3","j","-",43766125,43778972,1293,4,"non-coding",0.99921155,"multi-exonic","multiexon SJ match"
"17","BambuTx394","ENST00000293404","ENSG00000161653","ENSG00000161653","NAGS","j","+",44006013,44009068,1201,4,"non-coding",0.9999178,"multi-exonic","multiexon SJ match"
"17","BambuTx395","ENST00000706506","BambuGene9055","ENSG00000136504",NA,"x","-",49830180,49831824,1142,2,"non-coding",0.9999961,"multi-exonic","antisense"
"17","BambuTx396","ENST00000397861","ENSG00000214226","ENSG00000214226","C17orf67","j","-",56832798,56833915,771,2,"non-coding",0.99988866,"multi-exonic","multiexon SJ match"
"17","BambuTx397","ENST00000587259","BambuGene9099","ENSG00000062716",NA,"x","-",59804045,59829260,839,2,"non-coding",0.99996537,"multi-exonic","antisense"
"1","BambuTx4","ENST00000377836","ENSG00000069812","ENSG00000069812","HES2","j","-",6413047,6419919,380,2,"non-coding",0.9995768,"multi-exonic","multiexon SJ match"
"1","BambuTx40","ENST00000370244","BambuGene485","ENSG00000137936",NA,"i","+",93694229,93699737,819,2,"non-coding",0.99993676,"multi-exonic","intronic"
"17","BambuTx400","ENST00000579006","ENSG00000266117","ENSG00000266117","FBXO36P1","n","+",68081755,68096526,2171,2,"non-coding",0.99999815,"multi-exonic","partial intron retention"
"17","BambuTx401","ENST00000692407","ENSG00000291214","ENSG00000291214","ENSG00000291214","j","+",68101672,68125908,807,4,"non-coding",0.99989796,"multi-exonic","multiexon SJ match"
"17","BambuTx402","-","BambuGene9146","-",NA,"u","-",68181714,68184198,2259,2,"non-coding",0.9999706,"multi-exonic","intergenic"
"17","BambuTx404","ENST00000715483","ENSG00000228639","ENSG00000228639","ROCR","j","-",71891767,71900923,490,3,"non-coding",0.9999946,"multi-exonic","multiexon SJ match"
"17","BambuTx405","ENST00000542342","ENSG00000133195","ENSG00000133195","SLC39A11","j","-",72645953,72717833,2056,4,"non-coding",0.99999696,"multi-exonic","multiexon SJ match"
"17","BambuTx406","ENST00000752386","ENSG00000279035","ENSG00000298000","ENSG00000298000","j","+",75131081,75133044,434,2,"non-coding",0.99190134,"multi-exonic","multiexon SJ match"
"17","BambuTx407","ENST00000586607","BambuGene8417","ENSG00000132475",NA,"i","+",75781071,75783483,785,2,"non-coding",0.9999675,"multi-exonic","intronic"
"1","BambuTx41","ENST00000433544","ENSG00000137936","ENSG00000137936","BCAR3","j","-",93766885,93775423,698,2,"non-coding",0.9999954,"multi-exonic","multiexon SJ match"
"17","BambuTx410","ENST00000573394","ENSG00000263069","ENSG00000263069","RNF213-AS1","j","-",80387954,80415122,1572,2,"non-coding",0.9999684,"multi-exonic","multiexon SJ match"
"17","BambuTx412","ENST00000571995","BambuGene8510","ENSG00000141542",NA,"i","+",82668803,82678355,1920,2,"non-coding",0.9999859,"multi-exonic","intronic"
"18","BambuTx413","ENST00000639316","BambuGene9435","ENSG00000263745",NA,"i","-",2408777,2411543,754,2,"non-coding",0.9999989,"multi-exonic","intronic"
"18","BambuTx414","ENST00000809812","ENSG00000305251","ENSG00000305251","ENSG00000305251","j","+",8949285,8954721,2147,3,"non-coding",0.9999988,"multi-exonic","multiexon SJ match"
"18","BambuTx416","ENST00000744156","ENSG00000272799","ENSG00000296998","ENSG00000296998","j","-",9912320,9915057,1116,2,"non-coding",0.9999973,"multi-exonic","multiexon SJ match"
"18","BambuTx417","ENST00000578646","ENSG00000101752","ENSG00000101752","MIB1","j","+",21704916,21707849,664,3,"non-coding",0.9999829,"multi-exonic","multiexon SJ match"
"18","BambuTx418","ENST00000578646","ENSG00000101752","ENSG00000101752","MIB1","j","+",21704916,21706067,414,2,"non-coding",0.9999885,"multi-exonic","multiexon SJ match"
"18","BambuTx419","ENST00000261326","ENSG00000075643","ENSG00000075643","MOCOS","j","+",36187497,36194240,959,2,"non-coding",0.99947697,"multi-exonic","multiexon SJ match"
"18","BambuTx420","ENST00000280020","ENSG00000150477","ENSG00000150477","KIAA1328","j","+",36829123,36897387,647,6,"non-coding",0.9999862,"multi-exonic","multiexon SJ match"
"18","BambuTx421","ENST00000696483","ENSG00000152223","ENSG00000152223","EPG5","j","-",45800581,45801852,444,2,"non-coding",0.99947137,"multi-exonic","multiexon SJ match"
"18","BambuTx422","ENST00000602459","BambuGene9373","ENSG00000267228",NA,"i","+",47150554,47156033,900,3,"non-coding",0.99999255,"multi-exonic","intronic"
"18","BambuTx423","ENST00000824847","ENSG00000287673","ENSG00000287673","ENSG00000287673","j","+",47264115,47283645,1515,3,"non-coding",0.99993247,"multi-exonic","multiexon SJ match"
"18","BambuTx424","ENST00000824847","ENSG00000287673","ENSG00000287673","ENSG00000287673","j","+",47264115,47283648,1572,4,"non-coding",0.9999591,"multi-exonic","multiexon SJ match"
"18","BambuTx425","ENST00000776736","ENSG00000267764","ENSG00000267764","ENSG00000267764","j","-",48818005,48834812,351,3,"non-coding",0.9998872,"multi-exonic","multiexon SJ match"
"18","BambuTx426","ENST00000654829","BambuGene9520","ENSG00000267284",NA,"x","-",55830251,55840314,1129,3,"non-coding",0.9999983,"multi-exonic","antisense"
"18","BambuTx427","ENST00000283752","BambuGene9402","ENSG00000057149",NA,"x","+",63659210,63661427,1188,3,"non-coding",0.99995315,"multi-exonic","antisense"
"18","BambuTx428","ENST00000578970","ENSG00000276092","ENSG00000150636","CCDC102B","j","+",68715235,68721544,1236,3,"non-coding",0.99999607,"multi-exonic","multiexon SJ match"
"18","BambuTx429","ENST00000582251","ENSG00000266278","ENSG00000266278","LINC01910","j","-",70380141,70384326,2677,3,"non-coding",0.99999416,"multi-exonic","multiexon SJ match"
"1","BambuTx43","ENST00000485275","ENSG00000304336","ENSG00000121931","LRIF1","j","-",110877035,110963935,1239,3,"non-coding",0.999966,"multi-exonic","multiexon SJ match"
"18","BambuTx430","ENST00000582251","ENSG00000266278","ENSG00000266278","LINC01910","j","-",70383070,70384283,392,2,"non-coding",0.9980901,"multi-exonic","multiexon SJ match"
"18","BambuTx431","-","BambuGene9546","-",NA,"u","-",72979622,72995655,621,2,"non-coding",0.9999536,"multi-exonic","intergenic"
"18","BambuTx432","-","BambuGene9407","-",NA,"u","+",72995562,72998122,345,2,"non-coding",0.99819225,"multi-exonic","intergenic"
"18","BambuTx433","ENST00000340533","ENSG00000166347","ENSG00000166347","CYB5A","j","-",74253296,74291966,781,4,"non-coding",0.9998408,"multi-exonic","multiexon SJ match"
"19","BambuTx434","ENST00000592413","ENSG00000266933","ENSG00000266933","MADCAM1-AS1","j","-",490035,491624,812,2,"non-coding",0.9958308,"multi-exonic","multiexon SJ match"
"19","BambuTx436","ENST00000590252","ENSG00000267092","ENSG00000267092","ENSG00000267092","j","+",1507992,1509114,444,3,"non-coding",0.99966204,"multi-exonic","multiexon SJ match"
"19","BambuTx437","ENST00000827934","ENSG00000307697","ENSG00000307697","ENSG00000307697","j","-",3899182,3914346,824,2,"non-coding",0.9999751,"multi-exonic","multiexon SJ match"
"19","BambuTx438","ENST00000827934","ENSG00000307697","ENSG00000307697","ENSG00000307697","j","-",3899178,3914346,950,3,"non-coding",0.99995136,"multi-exonic","multiexon SJ match"
"19","BambuTx439","ENST00000309311","BambuGene9670","ENSG00000167658",NA,"x","+",3976056,3976668,496,2,"non-coding",0.9999543,"multi-exonic","antisense"
"1","BambuTx44","ENST00000271324","ENSG00000143119","ENSG00000143119","CD53","j","+",110880240,110899922,1498,8,"non-coding",0.9999361,"multi-exonic","multiexon SJ match"
"19","BambuTx440","ENST00000543264","ENSG00000105251","ENSG00000105251","SHD","j","+",4288506,4290723,390,2,"non-coding",0.99978024,"multi-exonic","multiexon SJ match"
"19","BambuTx441","-","BambuGene9690","-",NA,"u","+",4540209,4541760,470,2,"non-coding",0.9998262,"multi-exonic","intergenic"
"19","BambuTx443","ENST00000830918","BambuGene9781","ENSG00000269386",NA,"i","+",8379599,8388154,2370,2,"non-coding",0.9999959,"multi-exonic","intronic"
"19","BambuTx445","ENST00000586486","BambuGene10866","ENSG00000130175",NA,"x","-",11449667,11450968,918,2,"non-coding",0.9996309,"multi-exonic","antisense"
"19","BambuTx447","ENST00000587939","ENSG00000198551","ENSG00000198551","ZNF627","j","+",11597472,11599041,333,2,"non-coding",0.99706274,"multi-exonic","multiexon SJ match"
"1","BambuTx45","ENST00000457967","ENSG00000303525","ENSG00000233839",NA,"x","-",113164659,113191713,711,2,"non-coding",0.99993116,"multi-exonic","antisense"
"19","BambuTx450","-","BambuGene9891","-",NA,"u","+",12294955,12296121,381,2,"non-coding",0.99960643,"multi-exonic","intergenic"
"19","BambuTx451","ENST00000591495","BambuGene10920","ENSG00000105613",NA,"x","-",12842293,12847661,2032,2,"non-coding",0.99999124,"multi-exonic","antisense"
"19","BambuTx452","ENST00000774816","BambuGene10977","ENSG00000300881",NA,"i","-",15596204,15608041,1226,2,"non-coding",0.9999987,"multi-exonic","intronic"
"19","BambuTx453","ENST00000774816","BambuGene10977","ENSG00000300881",NA,"i","-",15604864,15608041,1669,2,"non-coding",0.99999434,"multi-exonic","intronic"
"19","BambuTx454","ENST00000269878","ENSG00000141977","ENSG00000141977","CIB3","j","-",16161368,16168489,585,4,"non-coding",0.9997695,"multi-exonic","multiexon SJ match"
"19","BambuTx455","ENST00000595444","ENSG00000130312","ENSG00000130312","MRPL34","j","+",17292560,17297034,614,2,"non-coding",0.999771,"multi-exonic","multiexon SJ match"
"19","BambuTx457","ENST00000696968","ENSG00000248099","ENSG00000105639","JAK3","j","-",17816513,17830718,874,3,"non-coding",0.52066886,"multi-exonic","multiexon SJ match"
"19","BambuTx459","ENST00000586674","ENSG00000258674","ENSG00000258674","ENSG00000258674","j","+",19516223,19533355,692,6,"non-coding",0.9966606,"multi-exonic","multiexon SJ match"
"1","BambuTx46","ENST00000793544","ENSG00000228035","ENSG00000228035","NGF-AS1","j","+",115315029,115324943,1185,2,"non-coding",0.9999778,"multi-exonic","multiexon SJ match"
"19","BambuTx463","ENST00000836430","ENSG00000267383","ENSG00000267383","ENSG00000267383","j","-",20227143,20238441,1638,4,"non-coding",0.9999449,"multi-exonic","multiexon SJ match"
"19","BambuTx464","ENST00000596797","ENSG00000237440","ENSG00000237440","ZNF737","j","-",20547578,20565790,937,4,"non-coding",0.9999683,"multi-exonic","multiexon SJ match"
"19","BambuTx469","ENST00000356929","ENSG00000182141","ENSG00000182141","ZNF708","j","-",21305436,21329410,1930,4,"non-coding",0.99998736,"multi-exonic","multiexon SJ match"
"19","BambuTx470","ENST00000596237","ENSG00000197013","ENSG00000197013","ZNF429","j","+",21505599,21519726,1328,2,"non-coding",0.9998999,"multi-exonic","multiexon SJ match"
"19","BambuTx471","ENST00000359788","ENSG00000197372","ENSG00000197372","ZNF675","j","-",23629630,23687212,859,4,"non-coding",0.9999972,"multi-exonic","multiexon SJ match"
"19","BambuTx472","ENST00000402377","ENSG00000196172","ENSG00000196172","ZNF681","j","-",23746777,23758891,546,3,"non-coding",0.99999696,"multi-exonic","multiexon SJ match"
"19","BambuTx473","ENST00000402377","ENSG00000196172","ENSG00000196172","ZNF681","j","-",23746777,23758891,673,4,"non-coding",0.99996936,"multi-exonic","multiexon SJ match"
"19","BambuTx474","ENST00000402377","ENSG00000196172","ENSG00000196172","ZNF681","j","-",23746777,23758894,696,4,"non-coding",0.9999995,"multi-exonic","multiexon SJ match"
"19","BambuTx476","ENST00000246532","ENSG00000126246","ENSG00000126246","IGFLR1","j","-",35739241,35740590,597,2,"non-coding",0.98829526,"multi-exonic","multiexon SJ match"
"19","BambuTx477","ENST00000784794","ENSG00000267053","ENSG00000267053","ENSG00000267053","j","+",36269103,36312665,578,3,"non-coding",0.9996153,"multi-exonic","multiexon SJ match"
"19","BambuTx478","ENST00000330173","ENSG00000171827","ENSG00000171827","ZNF570","j","+",37469326,37485340,1917,4,"non-coding",0.9999988,"multi-exonic","multiexon SJ match"
"19","BambuTx479","ENST00000591908","ENSG00000267422","ENSG00000293171","ENSG00000293171","j","+",37790459,37794072,1846,2,"non-coding",0.99999726,"multi-exonic","multiexon SJ match"
"19","BambuTx480","ENST00000328867","BambuGene10129","ENSG00000182472",NA,"x","+",38737119,38738155,876,2,"non-coding",0.9999536,"multi-exonic","antisense"
"19","BambuTx481","ENST00000601575","BambuGene11238","ENSG00000183760",NA,"x","-",39054701,39084116,910,2,"non-coding",0.9999208,"multi-exonic","antisense"
"19","BambuTx484","ENST00000833747","ENSG00000308388","ENSG00000308388","ENSG00000308388","j","-",40148436,40169695,1311,2,"non-coding",0.9999179,"multi-exonic","multiexon SJ match"
"19","BambuTx485","ENST00000301178","BambuGene11273","ENSG00000167601",NA,"x","-",41260299,41269503,1496,2,"non-coding",0.9999873,"multi-exonic","antisense"
"19","BambuTx486","ENST00000489959","ENSG00000293116","ENSG00000293116","ENSG00000293116","j","-",43211789,43221358,1542,3,"non-coding",0.9999965,"multi-exonic","multiexon SJ match"
"19","BambuTx487","ENST00000587128","ENSG00000267058","ENSG00000267058","ENSG00000267058","j","-",43898127,43901803,2083,3,"non-coding",0.9999984,"multi-exonic","multiexon SJ match"
"19","BambuTx489","ENST00000595607","ENSG00000178150","ENSG00000178150","ZNF114","j","+",48270081,48277381,583,4,"non-coding",0.9998068,"multi-exonic","multiexon SJ match"
"1","BambuTx49","ENST00000835059","ENSG00000308561","ENSG00000308561","ENSG00000308561","j","-",121184642,121185553,627,2,"non-coding",0.9997622,"multi-exonic","multiexon SJ match"
"19","BambuTx491","ENST00000222145","BambuGene10358","ENSG00000105538",NA,"x","+",48720750,48734993,654,4,"non-coding",0.99999124,"multi-exonic","antisense"
"19","BambuTx493","ENST00000636757","ENSG00000261341","ENSG00000261341","SMIM47","j","-",50785728,50804595,319,5,"non-coding",0.9996302,"multi-exonic","multiexon SJ match"
"19","BambuTx494","ENST00000594900","ENSG00000286236","ENSG00000171051","FPR1","j","-",51771307,51778019,1159,3,"non-coding",0.99997103,"multi-exonic","multiexon SJ match"
"19","BambuTx495","ENST00000640955","ENSG00000161551","ENSG00000161551","ZNF577","j","-",51855803,51887978,916,8,"non-coding",0.9999827,"multi-exonic","multiexon SJ match"
"19","BambuTx496","ENST00000243644","ENSG00000256683","ENSG00000256683","ZNF350","j","-",51964341,51986835,2488,6,"non-coding",0.9999975,"multi-exonic","multiexon SJ match"
"19","BambuTx498","ENST00000600228","ENSG00000204611","ENSG00000204611","ZNF616","j","-",52138343,52139938,1491,2,"non-coding",0.99995536,"multi-exonic","multiexon SJ match"
"19","BambuTx499","ENST00000359798","ENSG00000198482","ENSG00000198482","ZNF808","j","+",52527666,52552744,663,5,"non-coding",0.9999997,"multi-exonic","multiexon SJ match"
"1","BambuTx5","ENST00000761774","ENSG00000299237","ENSG00000299237","ENSG00000299237","j","+",6490696,6494731,889,2,"non-coding",0.9999838,"multi-exonic","multiexon SJ match"
"1","BambuTx50","ENST00000605551","ENSG00000270872","ENSG00000270872","SRGAP2D","j","+",143972658,144069691,3017,8,"non-coding",0.9999997,"multi-exonic","multiexon SJ match"
"19","BambuTx501","ENST00000596559","ENSG00000198538","ENSG00000198538","ZNF28","j","-",52815962,52857619,1519,3,"non-coding",0.9999961,"multi-exonic","multiexon SJ match"
"19","BambuTx502","ENST00000595646","ENSG00000204604","ENSG00000204604","ZNF468","j","-",52835839,52857619,494,4,"non-coding",0.9999281,"multi-exonic","multiexon SJ match"
"19","BambuTx503","ENST00000595193","ENSG00000170954","ENSG00000170954","ZNF415","j","-",53107883,53132910,2382,5,"non-coding",0.99999803,"multi-exonic","multiexon SJ match"
"19","BambuTx504","ENST00000691047","ENSG00000269001","ENSG00000291131","ENSG00000291131","j","+",53197105,53214939,1327,5,"non-coding",0.9999819,"multi-exonic","multiexon SJ match"
"19","BambuTx505","ENST00000351841","ENSG00000167618","ENSG00000167618","LAIR2","j","+",54509510,54510688,292,2,"non-coding",0.99917567,"multi-exonic","multiexon SJ match"
"19","BambuTx506","ENST00000591665","ENSG00000267577","ENSG00000267577","DNAAF3-AS1","j","+",55172816,55177543,563,2,"non-coding",0.99993056,"multi-exonic","multiexon SJ match"
"19","BambuTx507","ENST00000610935","BambuGene10534","ENSG00000142409",NA,"i","+",56092013,56097665,400,2,"non-coding",0.96330535,"multi-exonic","intronic"
"19","BambuTx508","ENST00000756307","ENSG00000298539","ENSG00000298539","ENSG00000298539","j","+",56121633,56124540,1552,3,"non-coding",0.99999624,"multi-exonic","multiexon SJ match"
"19","BambuTx509","ENST00000756308","ENSG00000298539","ENSG00000298539","ENSG00000298539","j","+",56121634,56124545,1342,3,"non-coding",0.99999857,"multi-exonic","multiexon SJ match"
"19","BambuTx510","-","BambuGene11565","-",NA,"u","-",56162557,56170471,1441,3,"non-coding",0.99991864,"multi-exonic","intergenic"
"19","BambuTx511","ENST00000589888","ENSG00000267454","ENSG00000267454","ZNF582-DT","j","+",56393691,56399174,1144,5,"non-coding",0.98830485,"multi-exonic","multiexon SJ match"
"19","BambuTx512","ENST00000333201","ENSG00000198440","ENSG00000198440","ZNF583","j","+",56404327,56424455,2107,6,"non-coding",0.9999983,"multi-exonic","multiexon SJ match"
"19","BambuTx513","ENST00000597296","ENSG00000186230","ENSG00000186230","ZNF749","j","+",57435322,57438457,628,2,"non-coding",0.9999892,"multi-exonic","multiexon SJ match"
"19","BambuTx515","ENST00000313957","ENSG00000176593","ENSG00000176593","ZNF606-AS1","j","+",58002899,58007212,1702,4,"non-coding",0.99997807,"multi-exonic","multiexon SJ match"
"19","BambuTx516","ENST00000812539","ENSG00000288830","ENSG00000288830","ENSG00000288830","j","-",58036420,58055356,1089,2,"non-coding",0.99999523,"multi-exonic","multiexon SJ match"
"19","BambuTx517","ENST00000595302","ENSG00000268895","ENSG00000268895","A1BG-AS1","j","+",58347753,58355183,1147,4,"non-coding",0.99985456,"multi-exonic","multiexon SJ match"
"2","BambuTx518","ENST00000308624","BambuGene12245","ENSG00000172554",NA,"i","-",1130365,1134266,945,2,"non-coding",0.99999267,"multi-exonic","intronic"
"2","BambuTx519","ENST00000493654","BambuGene11644","ENSG00000130508",NA,"x","+",1625076,1636214,1021,3,"non-coding",0.99985373,"multi-exonic","antisense"
"1","BambuTx52","ENST00000782476","ENSG00000301880","ENSG00000301880","ENSG00000301880","j","-",145793839,145823979,566,2,"non-coding",0.7389108,"multi-exonic","multiexon SJ match"
"2","BambuTx520","ENST00000422961","ENSG00000242282","ENSG00000242282","ENSG00000242282","j","-",3531989,3536511,529,3,"non-coding",0.999983,"multi-exonic","multiexon SJ match"
"2","BambuTx522","ENST00000315273","BambuGene12264","ENSG00000151693",NA,"x","-",9384619,9387130,1060,2,"non-coding",0.99997896,"multi-exonic","antisense"
"2","BambuTx523","ENST00000360635","ENSG00000119185","ENSG00000119185","ITGB1BP1","j","-",9406660,9423210,1544,7,"non-coding",0.99999744,"multi-exonic","multiexon SJ match"
"2","BambuTx524","ENST00000333610","ENSG00000183891","ENSG00000183891","TTC32","j","-",19896754,19901694,759,3,"non-coding",0.9999999,"multi-exonic","multiexon SJ match"
"2","BambuTx525","-","BambuGene11692","-",NA,"u","+",24360645,24364404,470,2,"non-coding",0.99968696,"multi-exonic","intergenic"
"2","BambuTx526","ENST00000729046","ENSG00000295291","ENSG00000295291","ENSG00000295291","j","-",26679110,26696447,785,2,"non-coding",0.99999636,"multi-exonic","multiexon SJ match"
"2","BambuTx529","-","BambuGene12380","-",NA,"u","-",31426001,31429808,873,2,"non-coding",0.9999974,"multi-exonic","intergenic"
"2","BambuTx530","ENST00000002125","ENSG00000003509","ENSG00000003509","NDUFAF7","j","+",37231643,37248798,1624,9,"non-coding",0.9924452,"multi-exonic","multiexon SJ match"
"2","BambuTx532","ENST00000760568","ENSG00000299127","ENSG00000299127","ENSG00000299127","j","-",42335559,42361222,320,2,"non-coding",0.99962455,"multi-exonic","multiexon SJ match"
"2","BambuTx533","ENST00000306156","ENSG00000171132","ENSG00000171132","PRKCE","j","+",45651706,45845774,1187,3,"non-coding",0.99985546,"multi-exonic","multiexon SJ match"
"2","BambuTx534","ENST00000698500","ENSG00000233845","ENSG00000068724",NA,"i","-",47042822,47043712,469,2,"non-coding",0.9999484,"multi-exonic","intronic"
"2","BambuTx535","ENST00000782063","ENSG00000301821","ENSG00000301821","ENSG00000301821","j","+",47345148,47352305,407,2,"non-coding",0.99962336,"multi-exonic","multiexon SJ match"
"2","BambuTx537","ENST00000844064","ENSG00000309808","ENSG00000309808","ENSG00000309808","j","-",51731344,51779844,741,2,"non-coding",0.999917,"multi-exonic","multiexon SJ match"
"2","BambuTx538","ENST00000458030","ENSG00000170634","ENSG00000170634","ACYP2","j","+",53971092,54051752,1239,4,"non-coding",0.99999714,"multi-exonic","multiexon SJ match"
